Gene name	1-Control7D-1	12-Control14D-4	13-Bleo14D-1	15-Bleo14D-3	16-Bleo14D-4	17-Bleo14D-5	18-Bleo14D-6	22-Control21D-6	11-Control14D-3	32-Control28D-8
Ythdc1	989.163	982.7109	1078.6928	1094.3336	987.206	876.11478	1178.7852	1122.061	869.69527	1105.3722
Ythdc2	67.9495	44.9344	108.837	210.515	177.477	151.805	125.572	89.103	87.6553	99.4838
Ythdf1	1146.0035	1248.9972	1359.996	1456.0033	1055.0037	1140.0036	1316.0001	1380.9973	1204.99632	1318.997
Ythdf2	507.17317	613.4701	720.4591	707.83382	596.32048	546.7793	736.67528	654.59382	649.17025	568.9899
Ythdf3	1650.1878	1711.5774	2162.999	2686.007	2249.999	2018	2423.559	1823.749	1665.6104	1709.9997
Ywhab	5268.00365	5463.9984	6199.00213	7004.99625	5557.99765	6064.0029	6743.0047	5781.00086	5213.00474	5698.99964
Ywhae	6417.04434	6906.9418	7733.697	8114.7805	6078.2582	6389.72577	7622.6532	7244.28033	6557.831	7084.2596
Ywhag	3362.86	3401.98	4953.53	4590.27	4134.01	4216.58	4893.64	3911.21	3300.46	3668.34
Ywhah	4181.39	4167.48	5340.04	4727.32	4311.01	4910.59	5786.74	5205.5	3875.22	4680.63
Ywhaq	5494.1556	5745.7951	4933.581	5302.439	4624.391	4680.9643	5734.1975	6086.9916	5302.0046	6057.8885
Ywhaz	9831.78874	10249.5835	10942.85913	11783.67734	9603.12027	9604.81717	11697.99469	11442.85466	9645.18496	10578.89203
Yy1	2519.7	2630.98	2916.99	3062.69	2555.54	2627.98	3045.81	2815.07	2391.46	2675.35
Yy2	15.9773	12.5317	40.657	33.016	0.00206112	7.12844	43.0407	67.8251	75.3944	60.1683
Zadh2	1384.005	1341.003	1374.0027	1870.001	1332.998	1328.9982	1397.9973	1369.003	1249.996	1440.003
Zan	44.24135	41.81702	13.99997	14.00003	10.4277	15.31377	34.3169	39.16597	32.65443	31.00003
Zap70	193.9786	206.79649	191.99979	107	193.42011	185.96385	177.01352	202.17927	175.0708	238.14509
Zar1	0	0	0	1	0	0	0	0	0	0
Zar1l	0	0	0	0	0	0	0	0	0	0
Zbbx	36.00002	17.99998	28.99997	32.00003	38	32	27.00003	28.00004017	30.99996075	25.999971
Zbed3	404.00004	411	425	516.00003	351.00044	363.00035	514.00033	453.9996	413.99994	401.9995
Zbed4	271.988	326.892	345.922	490	359.991	385	478	342	299	305.99
Zbed5	43.72815	34.95528	46.53607	49.57874	42.88908	52.05216	43.92868	34.93893	39.1153	50.64698
Zbed6	45.8355	32.1909	125.626	363.963	167.793	202.526	159.752	49.1807	46.0182	39.0741
Zbp1	135.3902	146.8107	500.926	246.365	249.576	220.048	276.194	186.8267	145.9886	269.5055
Zbtb1	677.996	651.361	810.154	975.369	796.488	800.855	929.205	746.161	633.452	608.873
Zbtb10	412	451.001	254	422.106	328.516	323	456	414	393.172	351
Zbtb11	454.832	473.65	516.855	527.285	412.907	480.7	502.611	496.211	462.817	427.875
Zbtb12	202	146	124.00032	139.99963	140	132.99954	166.00012	215.51895	160	161.0002
Zbtb14	716.0039	651.585	495.9771	681.4951	528.156	568.3561	652.3953	662.763	648.289	714.806
Zbtb16	467.0333	534.2514	967.072	2327.447	527.1764	2413.107	3648.615	669.047	467.1233	657.1438
Zbtb17	456.735	420.532	471.009	501.715	452.988	445.752	512.677	515.22	394.235	505.338
Zbtb18	1069.99947	1102.00009	1203.0001	1503.0005	1166.9999	1108.99984	1236.9998	1204.00083	1167.99906	1167.99998
Zbtb2	446.071	398.739	427.569	419.503	325.892	334.636	406.402	508.199	378.327	439.965
Zbtb20	2530.057219	2682.40433	1560.92115	1884.17322	1826.21536	2041.11373	2231.83724	2806.20135	2579.30352	2576.93385
Zbtb21	441.9794	438.89013	443.28901	454.5289	331.15465	376.93869	500.1332	529.9178415	453.92487	424.01498
Zbtb22	922	917	885.99987	971.00022	863	839	968	912.00019	854	1008
Zbtb24	346.0492	444.4666	401.7706	335.2616	364.4184	355.5677	426.4034	402.9425	395.0247	419.0629
Zbtb25	140.93463	161.14895	179.02292	233.5772742	181.84938	148.09261	180.59843	139.54583	107.0499	153.75472
Zbtb26	104.474	111.457	129.192	104.793	133.8011	122.0268	155.375	96.4973	138.469	94
Zbtb3	35	58	57	40	41	51	66	60	42	71
Zbtb32	56	49	53	31.99997	42	43	72	58	70	76
Zbtb33	412.00042	453.99994	533.0002	655	554.0004	471.0005	641.0004	512.99974	430.705	434.9997
Zbtb34	545.7065	560.47899	645.9328597	557.8177667	532.021897	560.8874	648.649	587.704366	516.55	598.4418967
Zbtb37	234.813151	307.7944	302.74719	380.64457	337.00312	379.75485	331.86875	275.137	256.82346	270.68873
Zbtb38	817.24007	820.9982	1064.46096	1756.1979	1320.5838	1373.1436	1312.7297	935.2712	808.43224	860.60957
Zbtb39	637	614.133	439	522	435.024	438.244	527	720	665	650
Zbtb4	5760.0033	5876.00054	3594.99766	3773.00131	3648.00515	4125.00131	4753.99802	6002.99999	5313.0054	5851.99678
Zbtb40	403.4323	369.95182	329.58187	372.69015	314.4151	349.8992	428.4907	492.94589	370.3996	442.65213
Zbtb41	379.99966	428.54675	468.99981	763.9996	504.0005	440.7679	547.9995	476.00027	404.99951	372.00019
Zbtb42	582.9531	552.0001	597.00042	748.95695	600.3733	558.99975	605.501	601.0007	575.9998	618.99979
Zbtb43	488.00012	466.00046	532.9054605	554.0004	502.0000054	475.910866	576.0004	554.99971	442.00038	455.9996345
Zbtb44	912.0436	874.5545	707.3709	996.0561	702.9512	665.3394	813.4762	955.6985	850.5942	952.6768
Zbtb45	296.60546	305.0851	307.71482	325.69037	237.45924	286.0664	364.1168	308.80539	285.45809	321.29978
Zbtb46	673.1977	694.0933	657.8912	547.77816	544.6361003	623.6324	735.14124	858.1507	834.2115	742.9877
Zbtb48	118.23529	178.70571	118.42666	100.88642	105.7117	114.41114	117.131	185.295	112.91425	120.2656
Zbtb49	192.7717	177.2019	102.6906	167.04595	115.26711	157.33854	110.5425	169.6901	133.23	180.2376
Zbtb5	310.0004	276.0002	328.0005	369.99996	334.999526	307.9998	380.99964	322.9997	290.0001	372.9998
Zbtb6	488.0723	420.2492	401.7912	509.9415	437.671	414.704	483.7694	501.8278	479.8066	442.79926
Zbtb7a	3176.53218	3255.8417	2915.99789	2762.74747	2275.072	2518.99745	3019.3765	3090.9227	2895.0016	3154.90061
Zbtb7b	1680.91675	1646.9981	2051.9973	1649.99713	1527.99655	1702.99536	1841.00468	1615.9994	1476.90466	1917.90182
Zbtb7c	88	87	137.0004	161.9999	131.0102	158.0005	114.9413	96	99	108
Zbtb8a	294.281	298.953	237.853	223.428	219.179	241.684	276.541	249.698	275.69	289.919
Zbtb8b	27.6091	19.04400951	37.00336112	21.113	36.04580615	39.06216678	56.22274127	28.19370243	15.07450427	31.04271813
Zbtb8os	312.7062	316.4853	288.6749	323.0112	313.832	312.729	285.9559	327.4153	293.6552	373.8549
Zbtb9	306.161	227.001	258.962	216.625	279.507	244.45	255.448	349.182	262.803	277.535
Zc2hc1a	796.49	837.262	738.873	913.8173	695.6385	731.4953	878.2638	883.245	758.004	907.525
Zc2hc1b	0	0	2	0	0	0	0	0	0	0
Zc2hc1c	216.8856	178.2568	110.6738	110.7452	96.2496	130.2743	148.3084	206.5764	187.5757	216.0004
Zc3h10	469.2255	461.66457	399.3455	397.28479	367.04135	391.9162	401.7121	488.8223	411.19415	468.14125
Zc3h11a	3423.956	3605.71737	4044.61494	5216.6	3784.26175	3782.88314	4234.11743	3960.45578	3603.8122	3697.69266
Zc3h12a	341.858	332.35	653.337	526.811	549.243	485.756	424.956	396.434	371.216	387.451
Zc3h12b	0	1.22719	0	0	0	0	0	0	0	0
Zc3h12c	199	188	275.9999	541.9999	332	297.0002	323.00044	223	211.99999	199
Zc3h12d	180.003	190	200.064	94.0135	173.026	151.023	194.024	202.044	154.036	301.009
Zc3h13	1051.006	1121.923	1272.568	1431.248	1303.499	1387.207	1414.757	1242.599	1074.176	1157.437
Zc3h14	1374.43035	1482.10656	1644.2723	2069.3723	1499.69103	1364.38391	1811.3583	1475.6051	1353.24312	1480.8885
Zc3h15	998.051	1063.45	1265.08	1300.65	1108.8	1124.7	1222.85	1099.07	878.523	1023.42
Zc3h18	1776.74978	1779.496	1865.9087	1944.7765	1642.8568	1751.85939	2081.53221	1909.1561	1688.69461	1846.88299
Zc3h3	614.383	633.325	560.569	534.737	522.843	566.396	630.424	633.276	527.114	615.42
Zc3h4	2197.78	2204.357	1963.072	1957.052	1732.388	1940.64	2234.31	2157.16	2021.646	2398.58
Zc3h6	220.00012	212.00008	237	491.99983	312.9997	228.99966	215.0001	169.99994	169.99971	205
Zc3h7a	1215.26858	1364.1363	1626.82018	2049.63935	1507.9663	1479.26985	1577.75201	1390.3925	1289.94018	1373.77517
Zc3h7b	4175.64	4116.59	3512.50112	4017.85	3318.55	3906.11871	4426.51	4119.95	3717.87	3928.46
Zc3h8	100	97	130	129	124	89	110	121	103	97
Zc3hav1	1744.3943	1688.937	2247.9702	2172.9453	1870.3717	1944.0537	2321.6542	1937.5548	1762.4116	2040.9784
Zc3hav1l	190.834	142.305	195.169	209.276	160.621	198.796	261.212	219.483	194.418	188.32
Zc3hc1	314.50646	314.47928	326.82168	349.1539	295.8625	265.82271	291.5393	311.99368	290.6592	326.738
Zc4h2	137	118	134.00019	152.00009	118	125	150	148	126	148
Zcchc10	159.738	132.795	120	145.905	113.071	112.843	141.72	146.195	137.682	163.958
Zcchc12	28	36.99999	43	42	48	40	33.00005116	46.00004	33	42
Zcchc13	0	0	0	2	0	2	0	0	0	0
Zcchc14	2741.854	2963.851	3038.08	3435.2452	2778.8996	3210.055	3707.58	3270.8685	2933.805	3022.015
Zcchc17	417.2	384.213	481.055	477.066	386.67	420.21	464.014	455.241	436.508	391.184
Zcchc18	79.99995	78.00001	80	74.00006	86.00005	66.99994	64.00005	98	80.00007	99.0001
Zcchc2	678.9993	728.00054	812.7091	864.31869	682	688.99979	884.9996	876.99949	636.0003	765.9996
Zcchc24	1364.65	2051.22	2872	3510	2588	2429.82	2402.93	2145.97	1380.64	1928.31
Zcchc3	281	290	225	240	196	251	286	279	225	257
Zcchc4	238.6228	225.7596	212.4729	307.11483	242.7809	232.6123	285.5174	245.3174	192.6256	248.7248
Zcchc7	841.2436	958.23847	840.25271	1059.95765	896.1154	843.673	848.77898	1026.84284	830.8596	964.40498
Zcchc8	644.5714007	875.8437721	696.6763218	682.8160153	585.17787	558.2841469	795.35696	754.5443302	752.8914408	747.1304321
Zcchc9	277.32145	335.29366	336.964	353.1031	275.59703	297.3858	306.78684	301.1608	244.63079	272.3535
Zcrb1	549.2045	525.1039	507.2818	578.6431	421.0724	436.7494	472.2819	552.4476	460.99507	543.3294
Zcwpw1	37.54377	34.7413	50.99736	75.14421	49.0574	37.3277	55.00724	41.29146	38.481801	33.2674078
Zcwpw2	8.35912	6.298	6.84988	4	6	0.966778	7	21.00003	16	10.64813
Zdbf2	13	19	14	17	27	8	28.00000258	17	17	10
Zdhhc1	1170.1	1298.900003	728.257	762.7194	737.135	824.084	909.454	1345.16	1265.826	1332.6822
Zdhhc11	0	0	0	0	0	0	0	0	0	0
Zdhhc12	130.5157	136.9139	212.5606	233.4969	146.2549	189.8307	205.0861	181.6993	174.0762	171.9275
Zdhhc13	285.721	299.474	452.829	487.496	381.913	352.997	391.201	269.589	273.51	298.737
Zdhhc14	390	379	222	333	224	261	316	393	361	355
Zdhhc15	76	76	174	192	121	157	147	66	77	78
Zdhhc16	457.23663	432.368	699.42562	649.604	557.86245	556.27314	563.934	424.807	426.25393	468.10853
Zdhhc17	823.428	740.91	806.456	826.948	696.44632	656.063	811.089	830.904	726.532	711.686
Zdhhc18	2506.29	2385.12	2232.95	1995.49	1850.6	1812.71	2239.45	2909.38	2280.76	2659.02
Zdhhc19	0	0	0	0	0	0	0	0	0	0
Zdhhc2	106.498	78.3417	94.243	65.70465	98.59224	80.4684	149.2779	88.64	85.4008	84.0563
Zdhhc20	1241.29	1219.96	1266.80113	1648.195	1327.552	1294.0386	1484.1496	1202.97557	1239.59	1219.75673
Zdhhc21	478.52883	446.152	652.97937	811.448	649.84698	573.461	691.5654	532.86	467.36722	485.70534
Zdhhc22	12.0369	12.0817	16.0613	19.6351	9.04777	8.04232	13.0508	11.5498	10.1899	6.05917
Zdhhc23	132.83231	150.223	165.00067	206.54045	174.0003	198.50084	222.12956	181.54637	136.00019	124.35541
Zdhhc24	230.702	228.603	222.35	234.825	227.47	194.036	325.274	274.503	239.894	231.406
Zdhhc25	0	0	0	0	0	0	0	0	0	0
Zdhhc3	2036.01475	2133.6361	2015.87452	2607.25138	1837.588	1978.43281	2298.696	2125.56662	1955.016	2185.1136
Zdhhc4	363.64048	377.83048	385.43498	464.9398	275.669	356.2157	400.70868	366.57081	370.58918	434.23028
Zdhhc5	1863.67	1936.54	2847.89	3254.2	2384.48	2391.63	2557.3	2157.86	1878.43	1923.62
Zdhhc6	577.0925	563.91194	730.9325	732.0682	602.856	610.9389	712.2681142	544.5247	607.538	578.838
Zdhhc7	973.981	1026.4	1031.68	1143.61	927.051	1014.22	1077.7	1166.71	912.348	1124.49
Zdhhc8	1571.0008	1488.9981	1523.9973	1432.9964	1227.0002	1425.9978	1609.0017	1758.0031	1504.00043	1564.0026
Zdhhc9	913.4481	938.305	1023.87	943.229	827.964	946.08	1074.2125	1020.2906	922.3116	913.7
Zeb1	2009.64	2153.31474	1779.88381	2191.59352	1839.55021	1930.9842	2125.51537	2154.41637	2082.57124	2198.09589
Zeb2	1845.124788	2034.975683	3117.4977	3331.82421	2851.11923	2595.674301	2531.920826	1967.85896	1894.511637	1946.87664
Zer1	947.6732	1023.9646	690.5849	781.218	663.3945	714.7204	780.3678	974.449	840.6442	938.293
Zfand1	240.73082	242.7661	196.26801	268.05898	215.76114	216.58091	269.74483	261.76078	239.6903	220.49901
Zfand2a	814.619	831.052	980.13591	1369.868	799.20162	944.676	1026.03714	1024.767	774.089	893.695
Zfand2b	281.092	285.22769	335.2162	362.9916	252.0708	253.00445	269.2248	319.02822	271.35316	296.83035
Zfand3	1651.905	1735.203	1520.812	1729.675	1423.509	1361.09	1867.051	1912.0018	1556.913	1611.577
Zfand4	69.05985	61.4478	79.0688	83.0154	67.8442	77.26	80.41256	92.608	79.02932033	100.20294
Zfand5	1871.905	2101.7	2184.643	2736.99	2102.214	1806.814	2183.09	2246.07	2051.85	2201.065
Zfand6	1249.82494	1350.071	1196.89312	1181.5542	1066.57289	1168.16929	1308.9064	1510.70861	1340.3033	1452.09057
Zfat	130.9995196	161.9999	121.00001	110.9215	133.9998135	175.000371	161.9998	167.9999	142.9658	170.9999
Zfc3h1	474.094	451.109	882.562	1530.7	1183.16	1134.37	938.997	593.266	520.484	504.837
Zfhx2	462.244	416.914	221.949	210.954	223.434	267.379	341.413	453.809	383.48	383.772
Zfhx3	811.2621	840.1645	767.5873	922.1053	777.8387	894.318	1063.0849	934.2743	875.4203	878.6236
Zfhx4	42	31	40	78	43	48.00002	47.9999868	38	43	39
Zfp1	189.909	191.44145	225.2434	295.4375	242.4237	208.8102	229.071	155.0344	184.8	203.5143365
Zfp101	268.4	308.854	237.98	279.64552	231.6391	229.2843	311.168	288.787	272.379	299.09464
Zfp105	119	99.00004	134.00022	108.00007	94.00004	108.99968	136.00029	102.00001	107.99973	105.00043
Zfp106	2335.80977	2370.31346	2807.38344	4360.52829	2817.79877	3334.0983	2898.079	2631.34196	2241.63476	2698.51056
Zfp108	56.99998	43	27	29.182518	33.2346	53.300039	47.99996	31.16133	52	51
Zfp109	54	61	59	77.99996	53.36522	86	91	70.3031	54.99995	55
Zfp11	107.794	117.29	123.311	126.944	120.161	112.116	122.193	118.101	119.691	122.77
Zfp110	821.677	833.498	789.8574	892.478	760.907	829.675	880.818	963.139	982.624	897.952
Zfp111	226.74833	244.0291	210.79879	242.6726	203.8915	255.06952	300.787	243.8562	264.6469	282.67214
Zfp112	44	50.00004488	79.99998	81	60.99999	62.00000008	64	42	58.00003029	49.99999
Zfp113	245.147	185.837	207.86825	238.14114	182.29542	220.52952	241.64858	216.01299	248.42983	182.64473
Zfp114	5	3.000002	7.99999	11	11.0584	16.0263	13	5.01908	6	11
Zfp119a	71.5229	57.2444	78.1051	59.5388	59.4172	48.3315	51.8984	82.1773	75.6823	89.6284
Zfp119b	84.9483	99.8474	90.8626	108.0699	82.6297	88.29169	93.5938	88.54496	72.4382	114.1988
Zfp12	357.0048	389.68605	286.087	267.8922	313.61	321.4974	326.1422	430.1422	384.7727	377.892
Zfp120	191.8968	145.1156	250.7212	298.389	240.478	255.5516	317.299	228.611	239.5513	266.9998
Zfp128	71	77.2284	61.3038	58.8535	61.3205	64.2823	88.1937	67	57.5271	66.444
Zfp13	181.99981	188.99974	148.56917	138.91224	125.16457	154.74158	201.00049	171.00015	162.739939	191.36124
Zfp131	833.1463805	892.06209	909.04995	1066.488535	830.99938	718.22114	869.05065	1036.75502	842.25163	894.99989
Zfp14	159	185.9998	101	109	88	149	165.0002	187	170.0003	173
Zfp141	198.3103	161.86644	167.0321	171.3311	163.1141	177.6634	198.2815	177.00332	217.02609	229.075
Zfp142	381.6433	383.5103	448.049	298.4286	372.1596	351.9639	545.5602	358.3902	403.8073	394.1629
Zfp143	445.34424	468.951	504.56907	458.722	402.604	422.36829	439.99	413.358	465.63814	440.9921
Zfp146	969.859	973.091	979.291	1052.58	943.061	895.639	1014.4	979.825	953.968	999.351
Zfp148	882	989.6615	969.8995	1273.61	983.63	996.508	1172.3439	991.1547	930.3999	994.3118
Zfp157	226.157	236.171	214.99569	239.03267	213.76195	220.037042	244.68958	225.64646	224.369	268.57178
Zfp160	332.13669	308.11727	317.08879	357.05602	409.08213	306.99958	377.17642	306.08653	317.99993	324.00002
Zfp169	50.6157	35.29595	91.71209	95.36595	100.5321	116.16224	125.88695	63.34418	59.2431	62.1424
Zfp174	61.0193	73.1028	79.0064	83.0476	96.0346	83.0886	90.7104	62.0626	56.01	65.0019
Zfp180	690.1141	668.7109	523.867	604.9957	484.359	560.6325	574.323	725.3115	640.845	670.835
Zfp182	173.9457	184	213.9999	236.0003	197.999691	199.4559	256.565	222.259	234.818	222
Zfp184	26.00001	30.00004	11.000001	12.427266	31.38127	26	32.00001	19.11782	22.77906	14.56066
Zfp185	212.9996	204.0001	161.9998	227.0001	161.0001	233.0002	248.9997	227.0001	179.9999	189
Zfp189	109	86	103	131	119	114.00019	113	138.99962	104	109
Zfp2	104.6222	111.40839	33.99998	65	43.99998	53.7518	69.8202	109.9271	106.65393	86.5738
Zfp202	33.6776	35.21129	54.6153	60.1314	29.2164	73.6217	58.97380085	37.5874	20.081186	22.8937
Zfp207	1955.8425	1865.3985	2782.416	3203.2539	2448.2825	2302.3704	2493.63581	2158.69256	1807.2221	2013.0253
Zfp212	607.509	624.099	561	597.825	445.974	528.196	587.353	609	519	650.334
Zfp213	239	207	203	218	188	212	227	263	211	251
Zfp217	1135.781	1176.999	1400.998	1138	1206.9991	1209.004	1324.35	1344	1071	1392
Zfp219	1242.8078	1269.52091	1008.00027	945.39064	943.76071	1043.84951	1208.82273	1460.23722	1231.18943	1175.01834
Zfp229	143.106	180.99405	117.3051	169.21828	124.48155	133.0002	130.57967	175.2917	174.46834	139.3098
Zfp235	149.9515	154.9042	139.6173	118.2313	117.5484	137.2079	188.4832	205.9176	208.6341	172.6264
Zfp236	608.50919	607.97412	724.6667	938.1623	898.8319	835.8825	875.2864	721.6145	564.00246	709.17074
Zfp239	36.1282	32.4513	22.63082	27.5304	14.15656	29.81405	13.3078	27.99996	25.2097	21.85818
Zfp24	806.0004	733.9999	800.0005	1066.9997	765.0001	801.9997	951.9996	800.0002	705.0002	747.0001
Zfp248	112.80236	125.147667	92.3149	107.2773	85.93005	89.85909	121.4795	166.295	103.67071	138.25974
Zfp251	561.252	488.299	496.3467	368.4312	367.3871	419.1705	414.2205	572.6002	405.4899	544.9804
Zfp26	310.193	348.883	406.535	366.816	360.638	432.24708	430.60961	332.357	375.216	332.608
Zfp260	924.8282	993.07572	915.30036	1013.02372	893.3257	937.4394	1163.46039	1053.96854	1005.83964	980.89549
Zfp263	603.416	624.121	546.63	530.3852	528.124	535.614	647.878	668.106	567.098	661.595
Zfp266	948.98527	1006.96305	735.51691	1004.29433	808.98897	938.3324	1114.5604	1018.99033	929.96109	979.89807
Zfp267	190.4561	190.3817	255.729	285.184	246.927	258.946	256.119	186.3295	255.0549	214.1993
Zfp268	39.994715	40.90678	79.25269	54.44431	51.01403	80.01038	78.8543	59.76937	55.42874	47.64216
Zfp27	157.6782	172.99962	195.9999597	176.98824	180.9998	179.99953	208.0001	159.9996	188	174.9999
Zfp273	72.0134	86.5877	58	62.436	60	60.4735	60	70.1373	73	80.4575
Zfp275	451.9996	445	489	553	474	480	499.739	440	395	451.0005
Zfp276	358.0109	460.9576	517.975	394.20104	406.937	388.121	498.02974	573.34677	437.071	564.658
Zfp277	351.6586	351.7935	395.021	407.4115	357.442	336.6189	382.9658	378.2277	374.4724	348.5931
Zfp28	151.74668	165.96581	147.65689	189.44821	173.97735	175.43723	246.77245	167.12547	174.13342	190.5083
Zfp280b	314.99969	381	425	457	377	367.00009	429.99969	418	313	352
Zfp280c	206.91146	242.5536	262.5014	337.3972	264.1548	211.1804	250.5829	209.8097	195.85059	254.2899
Zfp280d	603.24532	578.88507	494.0615606	643.8756	516.55864	469.69381	624.749164	591.35887	592.8301	604.19501
Zfp281	631	667	951	1147	873	798	881	626	663	655
Zfp282	656.423	517.015	674.201	610.127	652.154	635.623	822.885	644.971	556.643	609.578
Zfp286	45.07395	34.6111	25.14015	25.5083	30.69681	27.0244	41.29438	26.41721	46.99997	32.2534
Zfp287	62.26231067	99.72357918	130.51006	105.9544009	136.2534	168.1638	150.654	112.77534	172.84245	157.6311
Zfp292	609.0003	571.99998	584	696	571.0004	598.0005	744.0001	591.0000007	625.99959	577.9996141
Zfp296	58	45.9819	42.5255	27	33.9792	21	62	71.1322	46.6398	54.3401
Zfp3	115	107	76	101	106	87	118	105	114	137
Zfp30	60.650974	67.62215	46.91974	67.10832	54.4364	42.793	57.9779	60.4689	74.2117286	80.3167
Zfp300	18.9396	23.2854	29.3273	22.7573	24.3476	25.2725	28.7645	36.2122	29.8508	25.2393
Zfp316	408.671	425.291	348.93	347.908	351.332	344.567	437.079	395.7409	387.005	431.178
Zfp317	502.24414	464.30619	361.41119	419.3036	416.1171	379.551	465.3571	542.9086	406.9753	435.2667
Zfp318	619.155	578.273	565.096	879.0721	707.9288	686.5699	633.637	677.5591	571.6332	546.7034
Zfp319	1289.51	1235.72	872.9	889.394	751.881	956.048	1124.85	1493.76	1261.89	1287.08
Zfp322a	382.0125	414.63608	469.40132	545.943	452.1408	454.22791	524.6819	408.73754	387.68286	384.73472
Zfp324	170.123	117.258	187.083	144.15	137.797	200.183	174.553	195.02	111.125	171.819
Zfp326	501.9874	448.57	454.601	521.688	402.197	477.748	532.508	489.8213	409.8824	452.186
Zfp329	312.1326	279.9811	261.6817	270.5362	289.2176	292.52727	297.9395	309.22507	307.053	309.4925
Zfp330	408.356	470.592	543.176	635.959	461.603	474.437	553.617	509.564	411.53	440.298
Zfp334	273.406	306.301	316.414	380.245	357.073	326.358	342.013	310.53	315.583	292.589
Zfp335	890.139	1099.76	1146.22	1030.53	901.247	1019.87	1035.82	1072.25	895.639	1120.8
Zfp341	137	146	110	107	94	120	156.00034	169	153	171
Zfp345	6.04243	13.766	7.11068	7.14478	11.1534	19.0771	9.0184	10.044	8.08629	19.2385
Zfp346	631.71247	615.41484	517.15017	527.3416	630.82091	546.97215	629.28874	506.81834	482.60859	628.95309
Zfp35	317	255	324	365	303	279	318	341	350	293
Zfp352	0	0	0	0	0	0	0	0	0	0
Zfp354a	90.6461	128.61677	144.107994	135.1831	91.6394	93.45909	111.3728	129.2859	92.73268	122.8493
Zfp354b	61.5103	69.2395	45.8069	27.2526	29.5494	38.585	45.6944	68.5058	62.1376	48.3013
Zfp354c	121.44	167	242.2287	272.19542	256.888	272.75422	269.000297	161	159.523	158.03
Zfp358	494.99951	456.0003	415.00012	543.0003	356.00004	427.9996	520.9996	542	420.00003	491.9995
Zfp36	2866.53	3354.06	3801.99	2090.99	2712.69	2656.03	2825.32	3921.85	3132.79	3787.85
Zfp362	839.8672	905.0002	890.8957	1025.9994	842.9747	904.0003	1031.8393	845.9879	846.9169325	929.8424
Zfp365	483.949	594.348	419.465	368.811	313.056	450.803	605.954	619.96	564.133	623.789
Zfp366	979.221	987.733	677.101	701.011	639.018	875.974	1128.28	1303.09	954.494	1031.74
Zfp367	431.2219	497.45196	450.05522	577.61701	393.54214	476.39208	710.55801	462.55447	420.03669	443.78691
Zfp369	3.04327	3.54149	10.5717	19.02193	15.88629	16.11758	11.56459	3.701998	10.56755	7.49876
Zfp36l1	7158	6518	7577.001302	5979.963	6263.9947	7061.995	7675.00245	6582	6701	6217
Zfp36l2	4243	4832	6391	5829	5861	5374	5660	5108	4051	5750
Zfp36l3	9	0	0	2	2	1	1	2	0	0
Zfp37	136.87057	170.294	244.4567	382.82557	248.84872	211.35958	195.25446	179.8486	149.60881	184.2601
Zfp382	17.09142	19.1393	54	89	70.68588	87.0175	95.29358	42.00087	24.932609	21.6619
Zfp383	208.03	163.74	145.315	115.449	122.478	135.193	149.782	234.989	169.275	155.375
Zfp384	890.0889	900.34208	1107.956	1335.661	956.4649044	869.60737	1036.3461	1004.6627	942.4423929	909.8828
